name,email,password,school,sex,age,first_year_marks_percentage,second_year_marks_percentage,third_year_marks_percentage,first_year_attendance,second_year_attendance,overall_performance,attendance_improvement,total_courses_enrolled,average_course_completion,Web Development_enrolled,PowerBI_enrolled,C++ DSA_enrolled,Python_enrolled,Java_enrolled,MongoDB_enrolled,Machine Learning_enrolled,Web Development_completion,PowerBI_completion,C++ DSA_completion,Python_completion,Java_completion,MongoDB_completion,Machine Learning_completion
Ram,ram@gmail.com,ram1567,GP,M,19,45.0,50.0,45.0,96.0,100.0,46.666666666666664,4.0,3,17.428571428571427,1,0,0,1,0,0,1,49,0,0,23,0,0,50
Vivek,vivek@gmail.com,vivek4269,GP,M,19,70.0,55.00000000000001,55.00000000000001,53.0,57.0,60.0,4.0,4,21.285714285714285,1,0,0,0,1,1,1,22,0,0,0,5,26,96
Khushi,khushi@gmail.com,khushi2282,GP,F,19,60.0,50.0,50.0,79.0,75.0,53.333333333333336,-4.0,5,37.285714285714285,0,1,1,0,1,1,1,0,49,83,0,55,15,59
Mary,mary@gmail.com,mary9580,GP,F,19,45.0,45.0,0.0,60.0,65.0,30.0,5.0,4,33.142857142857146,1,1,1,1,0,0,0,18,90,65,59,0,0,0
Khushi,khushi@gmail.com,khushi4249,GP,F,19,70.0,60.0,65.0,88.0,86.0,65.0,-2.0,5,32.714285714285715,1,1,1,0,1,1,0,74,5,22,0,62,66,0
Piyush,piyush@gmail.com,piyush5975,GP,M,19,65.0,55.00000000000001,55.00000000000001,73.0,71.0,58.333333333333336,-2.0,4,16.142857142857142,0,1,1,0,1,0,1,0,2,46,0,44,0,21
Manisha,manisha@gmail.com,manisha8436,GP,F,19,65.0,50.0,55.00000000000001,70.0,67.0,56.666666666666664,-3.0,4,20.142857142857142,0,0,0,1,1,1,1,0,0,0,52,55,16,18
Varsha,varsha@gmail.com,varsha2073,GP,F,19,80.0,70.0,70.0,96.0,100.0,73.33333333333333,4.0,3,23.571428571428573,0,0,1,1,1,0,0,0,0,59,28,78,0,0
Manisha,manisha@gmail.com,manisha1310,GP,F,19,65.0,55.00000000000001,55.00000000000001,71.0,73.0,58.333333333333336,2.0,3,18.142857142857142,1,0,0,1,1,0,0,55,0,0,65,7,0,0
Varsha,varsha@gmail.com,varsha1789,GP,F,18,40.0,40.0,0.0,82.0,78.0,26.666666666666668,-4.0,5,26.571428571428573,1,1,1,1,1,0,0,10,77,27,39,33,0,0
Manisha,manisha@gmail.com,manisha3968,GP,F,18,45.0,50.0,45.0,90.0,89.0,46.666666666666664,-1.0,3,24.571428571428573,1,1,0,0,0,0,1,65,32,0,0,0,0,75
Khushi,khushi@gmail.com,khushi8952,GP,F,17,55.00000000000001,55.00000000000001,50.0,66.0,63.0,53.333333333333336,-3.0,3,15.857142857142858,0,1,0,1,1,0,0,0,35,0,72,4,0,0
Preeti,preeti@gmail.com,preeti9610,GP,F,18,60.0,60.0,60.0,95.0,91.0,60.0,-4.0,4,36.42857142857143,1,1,1,0,1,0,0,24,91,79,0,61,0,0
Varsha,varsha@gmail.com,varsha9415,GP,F,17,60.0,60.0,60.0,50.0,45.0,60.0,-5.0,3,9.142857142857142,1,0,1,0,0,1,0,27,0,20,0,0,17,0
Preeti,preeti@gmail.com,preeti9609,GP,F,17,55.00000000000001,45.0,45.0,61.0,61.0,48.333333333333336,0.0,3,30.428571428571427,0,0,0,1,0,1,1,0,0,0,78,0,37,98
Khushi,khushi@gmail.com,khushi6165,GP,F,17,55.00000000000001,55.00000000000001,55.00000000000001,70.0,72.0,55.00000000000001,2.0,3,16.0,0,1,0,1,0,0,1,0,6,0,84,0,0,22
Manisha,manisha@gmail.com,manisha8019,GP,F,17,60.0,70.0,75.0,62.0,58.0,68.33333333333333,-4.0,3,18.714285714285715,0,1,0,1,0,0,1,0,9,0,75,0,0,47
Preeti,preeti@gmail.com,preeti9300,GP,F,17,80.0,75.0,75.0,75.0,70.0,76.66666666666667,-5.0,5,29.0,1,0,1,1,1,1,0,81,0,41,13,51,17,0
Anshul,anshul@gmail.com,anshul3863,GP,M,18,45.0,60.0,55.00000000000001,85.0,85.0,53.333333333333336,0.0,4,35.42857142857143,1,1,1,0,0,1,0,43,100,89,0,0,16,0
Piyush,piyush@gmail.com,piyush9524,GP,M,17,70.0,75.0,80.0,83.0,83.0,75.0,0.0,3,17.571428571428573,1,0,0,1,1,0,0,14,0,0,54,55,0,0
Piyush,piyush@gmail.com,piyush5395,GP,M,17,50.0,45.0,45.0,50.0,53.0,46.666666666666664,3.0,5,44.142857142857146,1,1,1,0,1,1,0,36,88,51,0,51,83,0
Khushi,khushi@gmail.com,khushi3205,GP,F,17,50.0,45.0,45.0,74.0,74.0,46.666666666666664,0.0,5,44.57142857142857,0,1,1,0,1,1,1,0,100,65,0,96,15,36
Mary,mary@gmail.com,mary9798,GP,F,17,70.0,70.0,70.0,67.0,70.0,70.0,3.0,3,21.0,1,1,0,1,0,0,0,98,6,0,43,0,0,0
Karan,karan@gmail.com,karan6087,GP,M,18,40.0,35.0,35.0,57.0,62.0,36.666666666666664,5.0,3,20.428571428571427,0,1,1,1,0,0,0,0,64,28,51,0,0,0
Preeti,preeti@gmail.com,preeti9707,GP,F,17,60.0,70.0,70.0,65.0,67.0,66.66666666666667,2.0,3,6.428571428571429,1,1,0,0,0,1,0,10,15,0,0,0,20,0
Preeti,preeti@gmail.com,preeti6129,GP,F,18,35.0,0.0,0.0,69.0,74.0,11.666666666666666,5.0,5,33.42857142857143,1,1,1,1,0,0,1,3,14,38,93,0,0,86
Khushi,khushi@gmail.com,khushi6768,GP,F,18,40.0,40.0,0.0,89.0,90.0,26.666666666666668,1.0,3,26.428571428571427,0,1,0,1,0,0,1,0,56,0,81,0,0,48
Varsha,varsha@gmail.com,varsha1603,GP,F,18,45.0,40.0,-5.0,56.0,59.0,26.666666666666668,3.0,4,41.0,0,0,1,1,0,1,1,0,0,88,96,0,16,87
Mary,mary@gmail.com,mary2611,GP,F,17,85.0,80.0,80.0,100.0,95.0,81.66666666666667,-5.0,4,19.0,1,0,1,0,0,1,1,28,0,18,0,0,7,80
Varsha,varsha@gmail.com,varsha4920,GP,F,19,70.0,65.0,65.0,67.0,68.0,66.66666666666667,1.0,3,25.857142857142858,1,0,1,0,0,1,0,86,0,20,0,0,75,0
Khushi,khushi@gmail.com,khushi9026,GP,F,17,35.0,40.0,0.0,82.0,81.0,25.0,-1.0,5,22.428571428571427,1,1,1,0,1,1,0,31,3,17,0,12,94,0
Khushi,khushi@gmail.com,khushi8163,GP,F,18,80.0,75.0,85.0,60.0,63.0,80.0,3.0,5,9.428571428571429,1,1,1,1,0,0,1,2,22,8,20,0,0,14
Khushi,khushi@gmail.com,khushi1087,GP,F,17,45.0,50.0,50.0,60.0,63.0,48.333333333333336,3.0,5,47.0,1,1,1,0,1,1,0,81,87,59,0,4,98,0
Khushi,khushi@gmail.com,khushi3195,GP,F,19,55.00000000000001,60.0,55.00000000000001,80.0,79.0,56.666666666666664,-1.0,5,37.42857142857143,1,0,1,0,1,1,1,52,0,19,0,85,98,8
Ansh,ansh@gmail.com,ansh3220,GP,M,18,50.0,50.0,0.0,61.0,57.0,33.333333333333336,-4.0,4,23.142857142857142,1,1,1,0,0,0,1,6,74,45,0,0,0,37
Karan,karan@gmail.com,karan4633,GP,M,18,85.0,80.0,80.0,98.0,100.0,81.66666666666667,2.0,4,33.285714285714285,1,0,0,1,1,1,0,14,0,0,64,62,93,0
Manisha,manisha@gmail.com,manisha8376,GP,F,17,45.0,40.0,0.0,65.0,63.0,28.333333333333332,-2.0,4,27.714285714285715,0,0,1,0,1,1,1,0,0,49,0,16,69,60
Varsha,varsha@gmail.com,varsha2357,GP,F,18,50.0,45.0,45.0,54.0,51.0,46.666666666666664,-3.0,4,29.714285714285715,1,1,0,0,1,0,1,88,35,0,0,33,0,52
Khushi,khushi@gmail.com,khushi4129,GP,F,18,65.0,65.0,70.0,89.0,88.0,66.66666666666667,-1.0,4,24.428571428571427,1,0,1,1,0,0,1,73,0,54,12,0,0,32
Piyush,piyush@gmail.com,piyush7837,GP,M,18,80.0,75.0,80.0,80.0,84.0,78.33333333333333,4.0,3,40.142857142857146,0,1,0,0,1,0,1,0,100,0,0,87,0,94
Vivek,vivek@gmail.com,vivek9632,GP,M,18,55.00000000000001,55.00000000000001,50.0,92.0,92.0,53.333333333333336,0.0,5,29.428571428571427,0,1,1,1,1,0,1,0,0,79,71,50,0,6
Mary,mary@gmail.com,mary1474,GP,F,17,60.0,70.0,70.0,59.0,61.0,66.66666666666667,2.0,5,45.857142857142854,1,1,1,0,0,1,1,95,77,48,0,0,96,5
Ansh,ansh@gmail.com,ansh2330,MS,M,18,55.00000000000001,65.0,65.0,73.0,73.0,61.666666666666664,0.0,4,21.428571428571427,1,1,0,1,0,0,1,12,15,0,87,0,0,36
Ansh,ansh@gmail.com,ansh6477,MS,M,19,40.0,35.0,40.0,79.0,77.0,38.333333333333336,-2.0,3,16.714285714285715,0,1,1,0,0,1,0,0,27,63,0,0,27,0
Vivek,vivek@gmail.com,vivek6692,MS,M,17,65.0,65.0,65.0,76.0,76.0,65.0,0.0,3,14.857142857142858,1,1,1,0,0,0,0,28,49,27,0,0,0,0
Karan,karan@gmail.com,karan2833,MS,M,18,45.0,40.0,45.0,97.0,100.0,43.333333333333336,3.0,5,27.285714285714285,1,1,0,1,1,0,1,5,60,0,59,3,0,64
Ram,ram@gmail.com,ram7572,MS,M,19,40.0,40.0,40.0,83.0,88.0,40.0,5.0,5,32.857142857142854,1,1,1,1,0,0,1,9,50,43,91,0,0,37
Piyush,piyush@gmail.com,piyush9315,MS,M,17,60.0,50.0,50.0,56.0,61.0,53.333333333333336,5.0,3,19.285714285714285,0,1,1,0,0,1,0,0,76,34,0,0,25,0
Preeti,preeti@gmail.com,preeti4480,MS,F,18,50.0,45.0,45.0,78.0,78.0,46.666666666666664,0.0,4,22.857142857142858,1,0,0,1,1,1,0,11,0,0,60,30,59,0
Khushi,khushi@gmail.com,khushi4684,MS,F,17,55.00000000000001,60.0,60.0,57.0,53.0,58.333333333333336,-4.0,5,23.857142857142858,1,0,1,0,1,1,1,82,0,0,0,3,60,22
Manisha,manisha@gmail.com,manisha4368,MS,F,17,65.0,65.0,60.0,92.0,88.0,63.333333333333336,-4.0,5,30.428571428571427,0,1,1,1,0,1,1,0,14,61,10,0,51,77
Ansh,ansh@gmail.com,ansh7459,MS,M,18,50.0,50.0,50.0,76.0,71.0,50.0,-5.0,4,18.571428571428573,0,1,0,1,1,0,1,0,14,0,73,39,0,4
Manisha,manisha@gmail.com,manisha8119,MS,F,18,90.0,80.0,80.0,62.0,67.0,83.33333333333333,5.0,5,23.571428571428573,1,0,1,1,0,1,1,4,0,82,16,0,16,47
Manisha,manisha@gmail.com,manisha7267,MS,F,18,65.0,65.0,65.0,83.0,84.0,65.0,1.0,4,20.142857142857142,0,0,1,0,1,1,1,0,0,37,0,0,99,5
Piyush,piyush@gmail.com,piyush2504,MS,M,18,70.0,65.0,65.0,93.0,95.0,66.66666666666667,2.0,3,21.714285714285715,0,1,0,0,1,1,0,0,19,0,0,73,60,0
Manisha,manisha@gmail.com,manisha7316,MS,F,18,50.0,50.0,45.0,55.0,60.0,48.333333333333336,5.0,5,47.285714285714285,0,1,0,1,1,1,1,0,50,0,75,80,42,84
Preeti,preeti@gmail.com,preeti4754,MS,F,17,80.0,75.0,75.0,80.0,81.0,76.66666666666667,1.0,4,27.142857142857142,1,0,0,0,1,1,1,51,0,0,0,69,4,66
Mary,mary@gmail.com,mary3602,MS,F,17,60.0,55.00000000000001,60.0,69.0,65.0,58.333333333333336,-4.0,4,26.0,0,0,0,1,1,1,1,0,0,0,80,68,27,7
Abdul,abdul@gmail.com,abdul5736,MS,M,18,55.00000000000001,55.00000000000001,55.00000000000001,100.0,100.0,55.00000000000001,0.0,5,33.857142857142854,1,1,0,1,1,0,1,49,63,0,44,9,0,72
Vivek,vivek@gmail.com,vivek9372,MS,M,18,65.0,65.0,65.0,72.0,74.0,65.0,2.0,4,49.857142857142854,1,0,0,0,1,1,1,99,0,0,0,82,78,90
Khushi,khushi@gmail.com,khushi8585,MS,F,17,30.0,25.0,-5.0,59.0,58.0,16.666666666666668,-1.0,3,23.0,0,0,1,0,0,1,1,0,0,39,0,0,82,40
Mary,mary@gmail.com,mary1246,MS,F,18,55.00000000000001,50.0,50.0,76.0,76.0,51.666666666666664,0.0,4,26.857142857142858,1,1,0,0,0,1,1,20,64,0,0,0,33,71
Preeti,preeti@gmail.com,preeti2212,MS,F,18,70.0,60.0,55.00000000000001,80.0,79.0,61.666666666666664,-1.0,4,15.857142857142858,1,0,1,0,1,0,1,34,0,12,0,40,0,25
Manisha,manisha@gmail.com,manisha7804,MS,F,19,35.0,35.0,45.0,75.0,70.0,38.333333333333336,-5.0,5,53.285714285714285,1,1,1,0,0,1,1,80,41,94,0,0,65,93
Vivek,vivek@gmail.com,vivek7222,MS,M,18,70.0,60.0,60.0,67.0,62.0,63.333333333333336,-5.0,3,16.714285714285715,1,0,1,1,0,0,0,47,0,43,27,0,0,0
Manisha,manisha@gmail.com,manisha4995,MS,F,17,60.0,50.0,50.0,55.0,57.0,53.333333333333336,2.0,5,27.571428571428573,0,1,1,1,1,0,1,0,86,32,8,21,0,46
Preeti,preeti@gmail.com,preeti4338,MS,F,17,25.0,20.0,20.0,56.0,61.0,21.666666666666668,5.0,3,27.0,0,0,1,0,1,0,1,0,0,74,0,56,0,59
Manisha,manisha@gmail.com,manisha8474,MS,F,18,95.0,90.0,95.0,68.0,71.0,93.33333333333333,3.0,4,24.142857142857142,0,1,1,0,1,0,1,0,48,62,0,59,0,0
Varsha,varsha@gmail.com,varsha5829,MS,F,18,45.0,45.0,55.00000000000001,100.0,96.0,48.333333333333336,-4.0,4,6.857142857142857,1,0,0,0,1,1,1,0,0,0,0,16,10,22
Mary,mary@gmail.com,mary3431,MS,F,20,75.0,70.0,75.0,80.0,75.0,73.33333333333333,-5.0,3,24.857142857142858,1,0,1,0,0,1,0,56,0,59,0,0,59,0
Preeti,preeti@gmail.com,preeti8106,MS,F,18,35.0,40.0,45.0,56.0,51.0,40.0,-5.0,5,42.57142857142857,1,1,1,1,1,0,0,9,91,81,18,99,0,0
Varsha,varsha@gmail.com,varsha1368,MS,F,18,75.0,75.0,75.0,66.0,62.0,75.0,-4.0,5,49.857142857142854,1,1,1,0,1,1,0,41,66,93,0,100,49,0
Mary,mary@gmail.com,mary1094,MS,F,17,50.0,50.0,50.0,89.0,86.0,50.0,-3.0,3,21.571428571428573,0,1,0,0,1,1,0,0,3,0,0,97,51,0
Ram,ram@gmail.com,ram9695,MS,M,18,75.0,70.0,70.0,62.0,67.0,71.66666666666667,5.0,4,24.0,1,1,0,1,0,0,1,4,90,0,22,0,0,52
Abdul,abdul@gmail.com,abdul8210,MS,M,18,30.0,25.0,30.0,56.0,61.0,28.333333333333332,5.0,4,31.0,1,0,1,0,1,0,1,59,0,19,0,86,0,53
Piyush,piyush@gmail.com,piyush3134,MS,M,17,60.0,60.0,55.00000000000001,94.0,97.0,58.333333333333336,3.0,5,34.714285714285715,1,0,1,1,1,1,0,99,0,80,20,25,19,0
Abdul,abdul@gmail.com,abdul8020,MS,M,19,35.0,30.0,5.0,92.0,95.0,23.333333333333332,3.0,5,43.42857142857143,0,1,1,1,1,0,1,0,77,32,95,59,0,41
Ram,ram@gmail.com,ram1969,MS,M,18,30.0,25.0,25.0,69.0,68.0,26.666666666666668,-1.0,5,37.142857142857146,1,0,1,1,0,1,1,65,0,55,94,0,13,33
Manisha,manisha@gmail.com,manisha8167,MS,F,18,50.0,45.0,50.0,67.0,70.0,48.333333333333336,3.0,5,37.142857142857146,1,1,1,0,1,1,0,77,70,55,0,7,51,0
Khushi,khushi@gmail.com,khushi2163,MS,F,18,30.0,25.0,30.0,72.0,71.0,28.333333333333332,-1.0,3,29.428571428571427,0,1,0,1,1,0,0,0,69,0,49,88,0,0
Manisha,manisha@gmail.com,manisha2286,MS,F,19,35.0,25.0,0.0,74.0,77.0,20.0,3.0,3,25.571428571428573,0,1,0,0,0,1,1,0,9,0,0,0,75,95
Manisha,manisha@gmail.com,manisha3555,MS,F,18,30.0,40.0,35.0,56.0,59.0,35.0,3.0,5,41.42857142857143,1,1,1,0,1,0,1,74,19,99,0,90,0,8
Manisha,manisha@gmail.com,manisha3096,MS,F,18,25.0,20.0,-5.0,56.0,55.0,13.333333333333334,-1.0,4,28.0,0,1,0,1,1,0,1,0,87,0,67,39,0,3
Ansh,ansh@gmail.com,ansh9438,MS,M,20,45.0,45.0,45.0,87.0,86.0,45.0,-1.0,5,46.714285714285715,0,1,1,1,1,0,1,0,57,95,66,79,0,30
Ram,ram@gmail.com,ram7188,MS,M,17,70.0,80.0,80.0,87.0,89.0,76.66666666666667,2.0,5,13.714285714285714,1,1,1,0,0,1,1,17,38,19,0,0,15,7
Ram,ram@gmail.com,ram1477,MS,M,21,55.00000000000001,45.0,40.0,93.0,92.0,46.666666666666664,-1.0,4,29.571428571428573,0,1,0,0,1,1,1,0,72,0,0,37,74,24
Piyush,piyush@gmail.com,piyush9710,MS,M,18,55.00000000000001,60.0,50.0,61.0,58.0,55.0,-3.0,3,22.857142857142858,0,0,0,1,0,1,1,0,0,0,62,0,89,9
Karan,karan@gmail.com,karan3025,MS,M,19,40.0,45.0,45.0,64.0,67.0,43.333333333333336,3.0,5,34.285714285714285,1,1,0,1,1,0,1,12,50,0,60,97,0,21
Varsha,varsha@gmail.com,varsha6106,GP,F,18,25.0,30.0,30.0,64.0,59.0,28.333333333333332,-5.0,5,29.857142857142858,1,1,0,0,1,1,1,1,96,0,0,77,27,8
Varsha,varsha@gmail.com,varsha8052,GP,F,17,30.0,30.0,35.0,92.0,94.0,31.666666666666668,2.0,4,40.142857142857146,0,1,1,1,1,0,0,0,44,41,96,100,0,0
Mary,mary@gmail.com,mary8790,GP,F,15,30.0,35.0,45.0,53.0,57.0,36.666666666666664,4.0,3,22.0,1,1,0,0,1,0,0,20,89,0,0,45,0,0
Mary,mary@gmail.com,mary1453,GP,F,15,80.0,75.0,80.0,96.0,92.0,78.33333333333333,-4.0,5,41.285714285714285,0,1,1,1,1,0,1,0,48,60,18,68,0,95
Khushi,khushi@gmail.com,khushi4126,GP,F,16,35.0,55.00000000000001,55.00000000000001,95.0,98.0,48.333333333333336,3.0,5,32.857142857142854,1,1,0,1,1,1,0,17,45,0,54,99,15,0
Ansh,ansh@gmail.com,ansh3135,GP,M,16,75.0,75.0,75.0,78.0,80.0,75.0,2.0,3,14.857142857142858,0,0,1,1,1,0,0,0,0,27,40,37,0,0
Abdul,abdul@gmail.com,abdul5808,GP,M,16,55.00000000000001,55.00000000000001,50.0,52.0,49.0,53.333333333333336,-3.0,3,12.285714285714286,1,1,0,0,0,1,0,32,31,0,0,0,23,0
Preeti,preeti@gmail.com,preeti7045,GP,F,17,30.0,25.0,30.0,62.0,65.0,28.333333333333332,3.0,4,18.142857142857142,0,1,1,0,1,1,0,0,26,19,0,39,43,0
Vivek,vivek@gmail.com,vivek5106,GP,M,15,80.0,90.0,95.0,69.0,68.0,88.33333333333333,-1.0,4,36.857142857142854,1,1,0,1,0,0,1,17,68,0,96,0,0,77
Abdul,abdul@gmail.com,abdul6631,GP,M,15,75.0,80.0,80.0,100.0,100.0,78.33333333333333,0.0,5,36.857142857142854,1,1,0,1,0,1,1,80,50,0,32,0,75,21
Preeti,preeti@gmail.com,preeti8549,GP,F,15,50.0,40.0,45.0,62.0,59.0,45.0,-3.0,4,23.285714285714285,0,1,0,1,1,0,1,0,42,0,47,5,0,69
Mary,mary@gmail.com,mary4116,GP,F,15,55.00000000000001,65.0,65.0,99.0,100.0,61.666666666666664,1.0,3,18.571428571428573,0,1,0,0,0,1,1,0,54,0,0,0,14,62
Piyush,piyush@gmail.com,piyush6043,GP,M,15,65.0,65.0,65.0,57.0,56.0,65.0,-1.0,5,44.142857142857146,0,0,1,1,1,1,1,0,0,85,56,61,72,35
Karan,karan@gmail.com,karan8714,GP,M,15,45.0,45.0,50.0,57.0,53.0,46.666666666666664,-4.0,3,35.42857142857143,0,1,0,0,0,1,1,0,98,0,0,0,72,78
Ansh,ansh@gmail.com,ansh8896,GP,M,15,70.0,80.0,80.0,71.0,71.0,76.66666666666667,0.0,5,18.857142857142858,0,1,1,1,1,1,0,0,10,28,31,32,31,0
Mary,mary@gmail.com,mary5413,GP,F,16,70.0,70.0,70.0,78.0,82.0,70.0,4.0,3,29.857142857142858,1,0,0,0,1,1,0,55,0,0,0,63,91,0
Khushi,khushi@gmail.com,khushi4904,GP,F,16,65.0,70.0,70.0,78.0,74.0,68.33333333333333,-4.0,3,24.714285714285715,0,0,0,1,1,1,0,0,0,0,61,56,56,0
Preeti,preeti@gmail.com,preeti1793,GP,F,16,40.0,50.0,50.0,68.0,72.0,46.666666666666664,4.0,5,55.714285714285715,0,1,1,1,1,1,0,0,76,46,80,90,98,0
Karan,karan@gmail.com,karan7611,GP,M,17,30.0,25.0,25.0,60.0,63.0,26.666666666666668,3.0,5,33.285714285714285,0,1,1,1,0,1,1,0,16,45,72,0,57,43
Anshul,anshul@gmail.com,anshul6355,GP,M,16,45.0,55.00000000000001,55.00000000000001,98.0,94.0,51.666666666666664,-4.0,3,26.571428571428573,0,0,1,0,0,1,1,0,0,85,0,0,72,29
Ansh,ansh@gmail.com,ansh6550,GP,M,15,60.0,65.0,70.0,54.0,58.0,65.0,4.0,5,24.714285714285715,1,1,1,0,1,1,0,64,14,4,0,78,13,0
Piyush,piyush@gmail.com,piyush4934,GP,M,15,65.0,80.0,80.0,93.0,93.0,75.0,0.0,4,26.571428571428573,1,0,1,1,1,0,0,49,0,38,50,49,0,0
Karan,karan@gmail.com,karan3588,GP,M,16,70.0,70.0,75.0,56.0,54.0,71.66666666666667,-2.0,5,30.571428571428573,1,1,1,1,1,0,0,95,15,37,34,33,0,0
Karan,karan@gmail.com,karan5968,GP,M,16,65.0,65.0,60.0,71.0,75.0,63.333333333333336,4.0,5,52.142857142857146,1,1,1,1,1,0,0,88,64,100,58,55,0,0
Mary,mary@gmail.com,mary2364,GP,F,15,50.0,45.0,40.0,66.0,66.0,45.0,0.0,5,30.571428571428573,1,1,0,1,0,1,1,45,4,0,93,0,19,53
Mary,mary@gmail.com,mary9370,GP,F,16,30.0,45.0,40.0,80.0,82.0,38.333333333333336,2.0,4,22.0,0,0,1,1,1,0,1,0,0,25,39,25,0,65
Vivek,vivek@gmail.com,vivek2531,GP,M,15,60.0,60.0,55.00000000000001,74.0,74.0,58.333333333333336,0.0,3,14.714285714285714,0,0,1,0,0,1,1,0,0,72,0,0,30,1
Anshul,anshul@gmail.com,anshul3618,GP,M,15,75.0,80.0,75.0,74.0,79.0,76.66666666666667,5.0,3,34.857142857142854,1,0,0,1,0,0,1,98,0,0,47,0,0,99
Anshul,anshul@gmail.com,anshul8789,GP,M,16,60.0,60.0,60.0,99.0,94.0,60.0,-5.0,5,38.42857142857143,0,0,1,1,1,1,1,0,0,80,78,56,33,22
Anshul,anshul@gmail.com,anshul5201,GP,M,16,55.00000000000001,65.0,60.0,98.0,95.0,60.0,-3.0,4,28.0,1,1,1,0,0,1,0,17,67,87,0,0,25,0
Ansh,ansh@gmail.com,ansh9438,GP,M,15,45.0,55.00000000000001,60.0,61.0,58.0,53.333333333333336,-3.0,3,11.857142857142858,1,0,0,0,1,0,1,23,0,0,0,44,0,16
Ram,ram@gmail.com,ram2017,GP,M,15,80.0,75.0,80.0,52.0,52.0,78.33333333333333,0.0,4,17.142857142857142,1,1,1,0,0,0,1,29,38,11,0,0,0,42
Vivek,vivek@gmail.com,vivek8637,GP,M,15,85.0,80.0,80.0,65.0,62.0,81.66666666666667,-3.0,4,35.714285714285715,1,1,0,1,1,0,0,98,29,0,62,61,0,0
Ansh,ansh@gmail.com,ansh7114,GP,M,15,35.0,45.0,55.00000000000001,52.0,47.0,45.0,-5.0,4,26.285714285714285,0,1,1,1,0,0,1,0,46,27,12,0,0,99
Vivek,vivek@gmail.com,vivek4407,GP,M,16,55.00000000000001,65.0,70.0,53.0,55.0,63.333333333333336,2.0,4,31.285714285714285,1,1,0,1,0,1,0,61,13,0,52,0,93,0
Varsha,varsha@gmail.com,varsha6467,GP,F,15,35.0,30.0,25.0,53.0,51.0,30.0,-2.0,3,25.857142857142858,1,0,0,1,0,1,0,99,0,0,42,0,40,0
Ansh,ansh@gmail.com,ansh5348,GP,M,15,75.0,80.0,90.0,87.0,84.0,81.66666666666667,-3.0,4,37.42857142857143,1,0,0,1,1,0,1,78,0,0,54,36,0,94
Ram,ram@gmail.com,ram7857,GP,M,16,75.0,80.0,75.0,65.0,64.0,76.66666666666667,-1.0,5,40.0,1,1,0,0,1,1,1,34,59,0,0,85,31,71
Mary,mary@gmail.com,mary2932,GP,F,15,60.0,60.0,55.00000000000001,72.0,74.0,58.333333333333336,2.0,5,30.428571428571427,1,0,1,1,1,0,1,40,0,39,51,72,0,11
Varsha,varsha@gmail.com,varsha8279,GP,F,15,70.0,65.0,65.0,73.0,69.0,66.66666666666667,-4.0,5,32.0,1,0,1,1,0,1,1,67,0,54,39,0,51,13
Khushi,khushi@gmail.com,khushi5280,GP,F,16,35.0,50.0,55.00000000000001,89.0,89.0,46.666666666666664,0.0,5,43.714285714285715,1,1,1,0,0,1,1,60,38,57,0,0,94,57
Vivek,vivek@gmail.com,vivek9923,GP,M,15,60.0,60.0,60.0,90.0,87.0,60.0,-3.0,3,22.571428571428573,1,1,0,0,1,0,0,79,17,0,0,62,0,0
Ram,ram@gmail.com,ram8923,GP,M,15,90.0,85.0,85.0,59.0,55.0,86.66666666666667,-4.0,3,12.857142857142858,0,0,1,1,0,1,0,0,0,43,36,0,11,0
Ram,ram@gmail.com,ram4739,GP,M,15,35.0,35.0,50.0,51.0,56.0,40.0,5.0,5,28.0,1,1,0,1,1,1,0,53,24,0,59,40,20,0
Varsha,varsha@gmail.com,varsha7417,GP,F,16,50.0,50.0,45.0,65.0,65.0,48.333333333333336,0.0,3,35.42857142857143,0,1,0,1,0,0,1,0,75,0,84,0,0,89
Varsha,varsha@gmail.com,varsha8771,GP,F,15,45.0,45.0,35.0,91.0,95.0,41.666666666666664,4.0,3,27.857142857142858,1,1,0,0,0,0,1,81,31,0,0,0,0,83
Manisha,manisha@gmail.com,manisha6385,GP,F,16,50.0,55.00000000000001,50.0,57.0,57.0,51.666666666666664,0.0,5,24.857142857142858,1,1,0,0,1,1,1,27,31,0,0,92,22,2
Piyush,piyush@gmail.com,piyush6555,GP,M,16,95.0,95.0,100.0,78.0,80.0,96.66666666666667,2.0,4,32.57142857142857,1,0,1,1,1,0,0,77,0,89,40,22,0,0
Abdul,abdul@gmail.com,abdul7533,GP,M,15,70.0,70.0,65.0,51.0,49.0,68.33333333333333,-2.0,4,22.0,1,0,1,0,1,1,0,34,0,36,0,63,21,0
Preeti,preeti@gmail.com,preeti2326,GP,F,15,35.0,35.0,35.0,82.0,84.0,35.0,2.0,4,30.285714285714285,1,1,0,1,0,0,1,69,1,0,44,0,0,98
Khushi,khushi@gmail.com,khushi8912,GP,F,16,55.00000000000001,60.0,60.0,59.0,54.0,58.333333333333336,-5.0,4,27.285714285714285,0,0,1,0,1,1,1,0,0,10,0,49,94,38
Preeti,preeti@gmail.com,preeti9605,GP,F,15,55.00000000000001,65.0,65.0,62.0,62.0,61.666666666666664,0.0,4,31.571428571428573,1,0,0,0,1,1,1,93,0,0,0,62,65,1
Abdul,abdul@gmail.com,abdul5985,GP,M,15,55.00000000000001,55.00000000000001,50.0,61.0,60.0,53.333333333333336,-1.0,5,36.142857142857146,1,1,1,0,0,1,1,59,32,55,0,0,83,24
