name,email,password,school,sex,age,first_year_marks_percentage,second_year_marks_percentage,third_year_marks_percentage,first_year_attendance,second_year_attendance,overall_performance,attendance_improvement,total_courses_enrolled,average_course_completion,daily_study_hours,average_monthly_performance,Web Development_enrolled,PowerBI_enrolled,C++ DSA_enrolled,Python_enrolled,Java_enrolled,MongoDB_enrolled,Machine Learning_enrolled,Web Development_completion,PowerBI_completion,C++ DSA_completion,Python_completion,Java_completion,MongoDB_completion,Machine Learning_completion,Web Development_teacher_completion,PowerBI_teacher_completion,C++ DSA_teacher_completion,Python_teacher_completion,Java_teacher_completion,MongoDB_teacher_completion,Machine Learning_teacher_completion
Ram,ram@gmail.com,ram1969,MS,M,18,30.0,25.0,25.0,69,74,26.666666666666668,5,5,32.0,3,62.76156961087704,0,1,1,0,1,1,1,0,91,49,0,37,18,29,0,91,75,0,48,39,34
Manisha,manisha@gmail.com,manisha8167,MS,F,18,50.0,45.0,50.0,67,72,48.333333333333336,5,4,35.857142857142854,1,75.50715081242079,1,1,1,0,0,1,0,97,81,3,0,0,70,0,99,92,17,0,0,97,0
Khushi,khushi@gmail.com,khushi2163,MS,F,18,30.0,25.0,30.0,72,71,28.333333333333332,-1,5,45.42857142857143,6,67.43520874719485,1,1,0,1,1,0,1,33,32,0,77,85,0,91,58,83,0,79,96,0,94
Manisha,manisha@gmail.com,manisha2286,MS,F,19,35.0,25.0,0.0,74,74,20.0,0,3,20.0,3,61.33612784279847,1,0,1,1,0,0,0,33,0,68,39,0,0,0,77,0,90,62,0,0,0
Manisha,manisha@gmail.com,manisha3555,MS,F,18,30.0,40.0,35.0,56,61,35.0,5,5,27.571428571428573,2,88.82342623621898,1,1,0,1,1,1,0,43,27,0,3,47,73,0,84,85,0,59,88,79,0
Manisha,manisha@gmail.com,manisha3096,MS,F,18,25.0,20.0,-5.0,56,60,13.333333333333334,4,4,26.285714285714285,2,60.62628344345757,1,0,1,1,0,0,1,88,0,89,3,0,0,4,99,0,91,12,0,0,36
Ansh,ansh@gmail.com,ansh9438,MS,M,20,45.0,45.0,45.0,87,82,45.0,-5,5,36.857142857142854,6,82.36851470501193,1,1,1,1,1,0,0,70,70,31,66,21,0,0,87,99,32,91,87,0,0
Ram,ram@gmail.com,ram7188,MS,M,17,70.0,80.0,80.0,87,88,76.66666666666667,1,4,10.285714285714286,7,86.21797804214702,1,0,0,1,1,0,1,22,0,0,20,7,0,23,64,0,0,50,92,0,74
Ram,ram@gmail.com,ram1477,MS,M,21,55.00000000000001,45.0,40.0,93,90,46.666666666666664,-3,5,45.42857142857143,7,87.72738062027886,0,0,1,1,1,1,1,0,0,27,34,97,93,67,0,0,58,60,100,95,97
Piyush,piyush@gmail.com,piyush9710,MS,M,18,55.00000000000001,60.0,50.0,61,66,55.0,5,4,34.57142857142857,6,77.19742090137969,0,1,0,0,1,1,1,0,42,0,0,13,95,92,0,81,0,0,33,97,100
Karan,karan@gmail.com,karan3025,MS,M,19,40.0,45.0,45.0,64,60,43.333333333333336,-4,5,28.714285714285715,1,80.35381568734533,1,1,1,0,0,1,1,11,42,51,0,0,88,9,57,48,69,0,0,95,53
Varsha,varsha@gmail.com,varsha6106,GP,F,18,25.0,30.0,30.0,64,65,28.333333333333332,1,3,38.142857142857146,3,84.4085290618556,0,1,1,0,1,0,0,0,94,85,0,88,0,0,0,95,87,0,100,0,0
Varsha,varsha@gmail.com,varsha8052,GP,F,17,30.0,30.0,35.0,92,88,31.666666666666668,-4,4,31.714285714285715,4,66.07535744512413,0,1,1,1,1,0,0,0,99,63,44,16,0,0,0,99,74,91,31,0,0
Mary,mary@gmail.com,mary8790,GP,F,15,30.0,35.0,45.0,53,49,36.666666666666664,-4,3,22.142857142857142,6,82.94050499074703,1,0,1,0,1,0,0,94,0,61,0,0,0,0,97,0,85,0,73,0,0
Mary,mary@gmail.com,mary1453,GP,F,15,80.0,75.0,80.0,96,96,78.33333333333333,0,3,11.714285714285714,5,62.45053451120339,1,1,0,0,1,0,0,20,30,0,0,32,0,0,72,97,0,0,65,0,0
Khushi,khushi@gmail.com,khushi4126,GP,F,16,35.0,55.00000000000001,55.00000000000001,95,97,48.333333333333336,2,3,23.428571428571427,5,71.2859895223148,1,1,1,0,0,0,0,10,60,94,0,0,0,0,10,66,98,0,0,0,0
Ansh,ansh@gmail.com,ansh3135,GP,M,16,75.0,75.0,75.0,78,73,75.0,-5,5,45.285714285714285,2,60.234307337105754,1,0,1,1,1,1,0,72,0,11,69,84,81,0,84,0,31,91,97,89,0
Abdul,abdul@gmail.com,abdul5808,GP,M,16,55.00000000000001,55.00000000000001,50.0,52,49,53.333333333333336,-3,5,28.285714285714285,4,86.33086848036027,1,0,0,1,1,1,1,28,0,0,63,67,16,24,35,0,0,91,79,57,49
Preeti,preeti@gmail.com,preeti7045,GP,F,17,30.0,25.0,30.0,62,57,28.333333333333332,-5,5,40.285714285714285,8,86.08379335187794,1,1,1,1,0,0,1,90,33,17,48,0,0,94,96,70,56,63,0,0,99
Vivek,vivek@gmail.com,vivek5106,GP,M,15,80.0,90.0,95.0,69,66,88.33333333333333,-3,4,21.285714285714285,1,78.89237623802836,0,0,1,1,1,0,1,0,0,25,89,34,0,1,0,0,26,96,93,0,86
Abdul,abdul@gmail.com,abdul6631,GP,M,15,75.0,80.0,80.0,100,96,78.33333333333333,-4,4,20.714285714285715,4,62.31908805129167,0,1,0,1,1,0,1,0,27,0,34,70,0,14,0,82,0,83,77,0,73
Preeti,preeti@gmail.com,preeti8549,GP,F,15,50.0,40.0,45.0,62,64,45.0,2,3,2.7142857142857144,6,68.35982798124434,1,0,0,0,1,0,1,8,0,0,0,6,0,5,94,0,0,0,17,0,82
Mary,mary@gmail.com,mary4116,GP,F,15,55.00000000000001,65.0,65.0,99,100,61.666666666666664,1,3,10.285714285714286,7,68.46575142602717,1,1,0,0,1,0,0,31,5,0,0,36,0,0,66,63,0,0,92,0,0
Piyush,piyush@gmail.com,piyush6043,GP,M,15,65.0,65.0,65.0,57,55,65.0,-2,4,32.57142857142857,2,72.89500883485842,0,1,0,0,1,1,1,0,44,0,0,84,58,42,0,61,0,0,85,89,46
Karan,karan@gmail.com,karan8714,GP,M,15,45.0,45.0,50.0,57,55,46.666666666666664,-2,3,15.714285714285714,6,77.61030679018957,1,0,0,1,0,0,1,32,0,0,49,0,0,29,34,0,0,76,0,0,46
Ansh,ansh@gmail.com,ansh8896,GP,M,15,70.0,80.0,80.0,71,71,76.66666666666667,0,4,18.142857142857142,2,63.888790699637276,1,0,0,0,1,1,1,59,0,0,0,48,6,14,71,0,0,0,64,38,53
Mary,mary@gmail.com,mary5413,GP,F,16,70.0,70.0,70.0,78,76,70.0,-2,4,28.714285714285715,1,63.76172223301903,1,1,0,1,1,0,0,36,53,0,87,25,0,0,55,96,0,88,72,0,0
Khushi,khushi@gmail.com,khushi4904,GP,F,16,65.0,70.0,70.0,78,77,68.33333333333333,-1,4,32.42857142857143,5,66.49435234592102,0,0,1,0,1,1,1,0,0,41,0,56,33,97,0,0,72,0,68,81,100
Preeti,preeti@gmail.com,preeti1793,GP,F,16,40.0,50.0,50.0,68,63,46.666666666666664,-5,3,34.285714285714285,4,70.56814237659782,0,0,1,1,0,1,0,0,0,65,79,0,96,0,0,0,70,90,0,97,0
Karan,karan@gmail.com,karan7611,GP,M,17,30.0,25.0,25.0,60,57,26.666666666666668,-3,5,43.0,3,71.07234898955954,0,0,1,1,1,1,1,0,0,20,68,49,96,68,0,0,84,85,88,96,91
Anshul,anshul@gmail.com,anshul6355,GP,M,16,45.0,55.00000000000001,55.00000000000001,98,97,51.666666666666664,-1,5,33.57142857142857,7,74.1958481992986,1,1,1,0,1,0,1,75,100,3,0,42,0,15,94,100,53,0,46,0,30
Ansh,ansh@gmail.com,ansh6550,GP,M,15,60.0,65.0,70.0,54,55,65.0,1,4,17.0,7,60.67287002573332,1,0,1,0,1,0,1,37,0,13,0,61,0,8,99,0,100,0,79,0,74
Piyush,piyush@gmail.com,piyush4934,GP,M,15,65.0,80.0,80.0,93,89,75.0,-4,5,31.857142857142858,6,73.39195861935359,1,1,1,0,1,0,1,3,4,87,0,63,0,66,86,16,87,0,75,0,79
Karan,karan@gmail.com,karan3588,GP,M,16,70.0,70.0,75.0,56,55,71.66666666666667,-1,4,12.714285714285714,4,78.08570657719636,1,1,0,0,1,1,0,39,10,0,0,28,12,0,50,14,0,0,94,51,0
Karan,karan@gmail.com,karan5968,GP,M,16,65.0,65.0,60.0,71,75,63.333333333333336,4,4,40.714285714285715,3,87.84822623377458,0,1,1,0,1,0,1,0,80,54,0,54,0,97,0,90,93,0,95,0,100
Mary,mary@gmail.com,mary2364,GP,F,15,50.0,45.0,40.0,66,62,45.0,-4,3,19.428571428571427,6,67.1800833697401,0,1,1,0,0,1,0,0,77,18,0,0,41,0,0,79,72,0,0,96,0
Mary,mary@gmail.com,mary9370,GP,F,16,30.0,45.0,40.0,80,75,38.333333333333336,-5,4,36.714285714285715,4,75.17035861528237,0,0,1,1,1,1,0,0,0,16,70,79,92,0,0,0,31,92,83,100,0
Vivek,vivek@gmail.com,vivek2531,GP,M,15,60.0,60.0,55.00000000000001,74,74,58.333333333333336,0,4,24.428571428571427,7,71.38283491784102,0,0,0,1,1,1,1,0,0,0,43,10,35,83,0,0,0,61,26,99,100
Anshul,anshul@gmail.com,anshul3618,GP,M,15,75.0,80.0,75.0,74,74,76.66666666666667,0,5,26.142857142857142,8,71.4496758656552,0,1,1,1,0,1,1,0,43,91,27,0,20,2,0,74,97,79,0,88,39
Anshul,anshul@gmail.com,anshul8789,GP,M,16,60.0,60.0,60.0,99,99,60.0,0,5,43.285714285714285,3,80.64715423811606,1,0,1,1,1,0,1,42,0,46,80,57,0,78,67,0,85,98,94,0,94
Anshul,anshul@gmail.com,anshul5201,GP,M,16,55.00000000000001,65.0,60.0,98,100,60.0,2,5,25.714285714285715,5,61.52539415498516,1,1,1,1,1,0,0,17,4,48,21,90,0,0,84,13,86,27,97,0,0
Ansh,ansh@gmail.com,ansh9438,GP,M,15,45.0,55.00000000000001,60.0,61,60,53.333333333333336,-1,4,34.42857142857143,7,75.18715993408813,1,1,0,0,1,1,0,88,56,0,0,58,39,0,93,82,0,0,95,77,0
Ram,ram@gmail.com,ram2017,GP,M,15,80.0,75.0,80.0,52,52,78.33333333333333,0,5,50.285714285714285,6,60.69857004207141,1,0,1,1,1,1,0,83,0,64,75,78,52,0,87,0,64,81,86,66,0
Vivek,vivek@gmail.com,vivek8637,GP,M,15,85.0,80.0,80.0,65,66,81.66666666666667,1,4,33.57142857142857,5,62.71714458198784,0,1,0,1,1,1,0,0,44,0,95,63,33,0,0,68,0,98,90,33,0
Ansh,ansh@gmail.com,ansh7114,GP,M,15,35.0,45.0,55.00000000000001,52,55,45.0,3,5,35.285714285714285,7,63.713045976583835,0,1,1,1,1,1,0,0,15,80,37,64,51,0,0,47,97,91,66,71,0
Vivek,vivek@gmail.com,vivek4407,GP,M,16,55.00000000000001,65.0,70.0,53,55,63.333333333333336,2,4,30.142857142857142,3,65.9613023369976,0,0,1,0,1,1,1,0,0,96,0,37,52,26,0,0,97,0,96,81,96
Varsha,varsha@gmail.com,varsha6467,GP,F,15,35.0,30.0,25.0,53,52,30.0,-1,3,21.285714285714285,1,70.49669690414208,0,0,0,1,0,1,1,0,0,0,47,0,67,35,0,0,0,71,0,77,38
Ansh,ansh@gmail.com,ansh5348,GP,M,15,75.0,80.0,90.0,87,83,81.66666666666667,-4,3,32.42857142857143,7,77.71453559218125,1,1,1,0,0,0,0,93,47,87,0,0,0,0,100,94,93,0,0,0,0
Ram,ram@gmail.com,ram7857,GP,M,16,75.0,80.0,75.0,65,60,76.66666666666667,-5,4,29.0,1,78.11638208495592,0,1,1,1,0,0,1,0,82,11,44,0,0,66,0,86,81,81,0,0,93
Mary,mary@gmail.com,mary2932,GP,F,15,60.0,60.0,55.00000000000001,72,76,58.333333333333336,4,5,36.0,7,67.99296548070913,0,1,1,1,0,1,1,0,43,48,98,0,55,8,0,64,97,100,0,60,27
Varsha,varsha@gmail.com,varsha8279,GP,F,15,70.0,65.0,65.0,73,70,66.66666666666667,-3,4,30.428571428571427,3,65.09712955827476,0,1,1,1,0,0,1,0,19,87,57,0,0,50,0,79,98,82,0,0,56
Khushi,khushi@gmail.com,khushi5280,GP,F,16,35.0,50.0,55.00000000000001,89,88,46.666666666666664,-1,5,35.714285714285715,1,65.28223623430428,1,1,1,0,1,0,1,61,13,76,0,26,0,74,72,55,80,0,72,0,97
Vivek,vivek@gmail.com,vivek9923,GP,M,15,60.0,60.0,60.0,90,85,60.0,-5,4,40.42857142857143,1,66.60579074131716,0,1,0,1,1,0,1,0,30,0,86,67,0,100,0,86,0,86,93,0,100
Ram,ram@gmail.com,ram8923,GP,M,15,90.0,85.0,85.0,59,62,86.66666666666667,3,5,23.571428571428573,4,77.30514303278625,1,1,0,1,0,1,1,88,26,0,3,0,19,29,91,53,0,89,0,70,73
Ram,ram@gmail.com,ram4739,GP,M,15,35.0,35.0,50.0,51,47,40.0,-4,5,36.285714285714285,5,85.43522520071065,1,0,1,1,1,1,0,92,0,82,18,10,52,0,95,0,87,79,94,67,0
Varsha,varsha@gmail.com,varsha7417,GP,F,16,50.0,50.0,45.0,65,61,48.333333333333336,-4,5,52.142857142857146,2,67.65760593231586,1,1,0,0,1,1,1,96,95,0,0,69,80,25,96,96,0,0,97,93,63
Varsha,varsha@gmail.com,varsha8771,GP,F,15,45.0,45.0,35.0,91,95,41.666666666666664,4,5,40.857142857142854,8,65.37794797231186,1,0,1,0,1,1,1,18,0,86,0,87,83,12,67,0,87,0,93,95,94
Manisha,manisha@gmail.com,manisha6385,GP,F,16,50.0,55.00000000000001,50.0,57,54,51.666666666666664,-3,5,47.142857142857146,5,76.82370225936292,1,1,1,0,1,0,1,47,82,71,0,35,0,95,62,93,97,0,100,0,95
Piyush,piyush@gmail.com,piyush6555,GP,M,16,95.0,95.0,100.0,78,83,96.66666666666667,5,4,33.857142857142854,4,87.674672837413,0,1,1,1,1,0,0,0,91,15,38,93,0,0,0,99,84,77,98,0,0
Abdul,abdul@gmail.com,abdul7533,GP,M,15,70.0,70.0,65.0,51,51,68.33333333333333,0,4,50.57142857142857,2,87.78227016579677,1,1,0,0,1,1,0,99,81,0,0,77,97,0,100,94,0,0,77,98,0
Preeti,preeti@gmail.com,preeti2326,GP,F,15,35.0,35.0,35.0,82,79,35.0,-3,5,35.285714285714285,2,72.55626734108779,1,0,1,1,1,0,1,54,0,57,37,89,0,10,57,0,85,48,100,0,86
Khushi,khushi@gmail.com,khushi8912,GP,F,16,55.00000000000001,60.0,60.0,59,63,58.333333333333336,4,5,45.57142857142857,2,76.63689514308838,1,0,1,0,1,1,1,50,0,94,0,25,56,94,54,0,99,0,66,71,99
Preeti,preeti@gmail.com,preeti9605,GP,F,15,55.00000000000001,65.0,65.0,62,59,61.666666666666664,-3,3,26.428571428571427,2,86.60225659376137,1,0,0,1,0,1,0,71,0,0,52,0,62,0,82,0,0,67,0,79,0
Abdul,abdul@gmail.com,abdul5985,GP,M,15,55.00000000000001,55.00000000000001,50.0,61,57,53.333333333333336,-4,3,14.0,5,68.62366672458529,0,1,1,0,1,0,0,0,14,13,0,71,0,0,0,43,39,0,96,0,0
Mary,mary@gmail.com,mary8196,GP,F,15,40.0,50.0,55.00000000000001,86,86,48.333333333333336,0,3,22.428571428571427,1,76.88798431651674,1,0,1,1,0,0,0,44,0,94,19,0,0,0,82,0,94,42,0,0,0
Varsha,varsha@gmail.com,varsha1802,GP,F,15,55.00000000000001,70.0,70.0,100,100,65.0,0,3,11.571428571428571,4,77.71641013826388,1,0,0,0,1,0,1,64,0,0,0,13,0,4,100,0,0,0,78,0,31
Khushi,khushi@gmail.com,khushi8485,GP,F,16,45.0,50.0,55.00000000000001,95,94,50.0,-1,3,9.714285714285714,5,67.64013388385432,0,0,1,0,0,1,1,0,0,9,0,0,25,34,0,0,50,0,0,46,68
Manisha,manisha@gmail.com,manisha2449,GP,F,15,70.0,75.0,75.0,64,63,73.33333333333333,-1,5,35.142857142857146,6,85.22799172045829,1,0,1,1,1,0,1,63,0,61,53,58,0,11,93,0,61,96,89,0,100
Ram,ram@gmail.com,ram1767,GP,M,15,75.0,80.0,80.0,98,100,78.33333333333333,2,3,9.857142857142858,7,78.56988233620424,0,0,1,0,0,1,1,0,0,48,0,0,9,12,0,0,79,0,0,82,27
Piyush,piyush@gmail.com,piyush2674,GP,M,15,40.0,45.0,40.0,58,57,41.666666666666664,-1,3,16.0,8,82.89520970075371,0,1,0,0,1,1,0,0,40,0,0,62,10,0,0,74,0,0,83,57,0
Mary,mary@gmail.com,mary5174,GP,F,16,75.0,80.0,80.0,85,80,78.33333333333333,-5,5,40.714285714285715,3,85.53035619148352,0,1,1,0,1,1,1,0,22,68,0,38,92,65,0,97,100,0,55,93,89
Preeti,preeti@gmail.com,preeti8106,GP,F,16,55.00000000000001,60.0,60.0,91,90,58.333333333333336,-1,5,44.714285714285715,6,81.74093383295657,1,1,1,0,1,0,1,81,42,83,0,88,0,19,87,84,93,0,96,0,37
Varsha,varsha@gmail.com,varsha3636,GP,F,16,50.0,40.0,55.00000000000001,68,66,48.333333333333336,-2,5,48.0,1,80.9612409397913,0,1,1,1,0,1,1,0,32,39,95,0,81,89,0,57,52,98,0,98,93
Preeti,preeti@gmail.com,preeti8225,GP,F,16,45.0,55.00000000000001,50.0,98,98,50.0,0,4,27.285714285714285,5,77.39214992626529,0,1,1,1,1,0,0,0,79,30,55,27,0,0,0,91,95,77,60,0,0
Preeti,preeti@gmail.com,preeti3176,GP,F,16,45.0,40.0,40.0,50,52,41.666666666666664,2,3,23.0,6,78.63561357126397,0,1,0,1,1,0,0,0,82,0,54,25,0,0,0,88,0,72,64,0,0
Preeti,preeti@gmail.com,preeti2774,GP,F,15,50.0,50.0,50.0,69,64,50.0,-5,4,25.714285714285715,3,66.8979511673997,0,1,0,1,1,0,1,0,52,0,48,74,0,6,0,97,0,48,79,0,89
Manisha,manisha@gmail.com,manisha5010,GP,F,16,85.0,80.0,80.0,98,93,81.66666666666667,-5,5,33.285714285714285,5,83.75439532336623,0,1,1,0,1,1,1,0,17,53,0,57,13,93,0,47,82,0,59,76,100
Vivek,vivek@gmail.com,vivek2803,GP,M,15,65.0,65.0,60.0,64,66,63.333333333333336,2,5,31.714285714285715,6,61.114500037725826,0,1,1,0,1,1,1,0,19,75,0,4,63,61,0,31,93,0,57,75,93
Manisha,manisha@gmail.com,manisha8524,GP,F,16,35.0,35.0,30.0,63,61,33.333333333333336,-2,4,18.857142857142858,5,63.42403336862037,0,0,1,1,0,1,1,0,0,61,46,0,8,17,0,0,72,61,0,56,60
Mary,mary@gmail.com,mary8548,GP,F,15,45.0,50.0,45.0,96,98,46.666666666666664,2,4,17.0,7,62.47252268678712,1,0,1,0,0,1,1,8,0,35,0,0,59,17,94,0,96,0,0,60,40
Manisha,manisha@gmail.com,manisha2605,GP,F,15,85.0,85.0,85.0,97,99,85.0,2,4,17.571428571428573,3,62.18771191516929,0,1,1,1,0,0,1,0,8,45,66,0,0,4,0,23,49,66,0,0,46
Anshul,anshul@gmail.com,anshul5233,GP,M,16,65.0,75.0,75.0,78,80,71.66666666666667,2,3,13.285714285714286,7,72.45052882697908,1,0,0,1,0,0,1,43,0,0,35,0,0,15,50,0,0,62,0,0,76
Ram,ram@gmail.com,ram1683,GP,M,15,50.0,50.0,50.0,81,77,50.0,-4,5,27.285714285714285,7,72.7960227859402,1,1,1,1,0,0,1,97,24,24,26,0,0,20,100,85,77,79,0,0,27
Preeti,preeti@gmail.com,preeti6247,GP,F,15,35.0,25.0,20.0,52,50,26.666666666666668,-2,3,32.57142857142857,7,83.7723948077992,1,0,0,0,0,1,1,70,0,0,0,0,69,89,72,0,0,0,0,97,97
Karan,karan@gmail.com,karan9418,GP,M,16,60.0,60.0,70.0,73,73,63.333333333333336,0,5,44.714285714285715,3,80.90099644715266,0,0,1,1,1,1,1,0,0,53,86,94,30,50,0,0,67,94,94,49,71
Khushi,khushi@gmail.com,khushi8393,GP,F,16,55.00000000000001,60.0,55.00000000000001,76,79,56.666666666666664,3,3,21.714285714285715,4,66.4548506504928,0,1,0,1,1,0,0,0,87,0,43,22,0,0,0,93,0,57,49,0,0
Piyush,piyush@gmail.com,piyush9075,GP,M,15,50.0,50.0,55.00000000000001,95,98,51.666666666666664,3,5,36.285714285714285,4,70.79552313681135,1,0,0,1,1,1,1,73,0,0,35,29,47,70,85,0,0,95,74,47,79
Vivek,vivek@gmail.com,vivek3671,GP,M,15,50.0,50.0,45.0,52,53,48.333333333333336,1,3,27.714285714285715,1,68.30935555292008,0,1,1,1,0,0,0,0,79,20,95,0,0,0,0,97,44,97,0,0,0
Khushi,khushi@gmail.com,khushi3443,GP,F,16,60.0,60.0,60.0,99,100,60.0,1,3,31.428571428571427,5,85.89029159374171,0,0,1,0,0,1,1,0,0,94,0,0,65,61,0,0,94,0,0,94,78
Ram,ram@gmail.com,ram8729,GP,M,17,40.0,40.0,50.0,81,81,43.333333333333336,0,3,12.428571428571429,7,65.85743204993597,0,0,1,0,1,1,0,0,0,63,0,8,16,0,0,0,94,0,12,42,0
Manisha,manisha@gmail.com,manisha5524,GP,F,16,25.0,25.0,25.0,68,72,25.0,4,3,24.142857142857142,2,84.58098882541339,0,0,1,0,1,0,1,0,0,37,0,66,0,66,0,0,97,0,76,0,74
Vivek,vivek@gmail.com,vivek6726,GP,M,15,45.0,55.00000000000001,55.00000000000001,57,53,51.666666666666664,-4,5,25.428571428571427,8,60.74660977133644,1,1,1,1,0,1,0,35,55,57,25,0,6,0,51,73,99,65,0,65,0
Karan,karan@gmail.com,karan3826,GP,M,15,50.0,45.0,50.0,57,58,48.333333333333336,1,3,17.857142857142858,2,63.76503249849315,1,0,1,0,0,0,1,11,0,18,0,0,0,96,33,0,44,0,0,0,97
Preeti,preeti@gmail.com,preeti7395,GP,F,15,35.0,30.0,30.0,63,61,31.666666666666668,-2,3,17.428571428571427,6,76.80287926088512,1,0,0,1,0,0,1,37,0,0,51,0,0,34,96,0,0,82,0,0,97
Vivek,vivek@gmail.com,vivek8644,GP,M,15,75.0,75.0,75.0,75,73,75.0,-2,4,34.42857142857143,8,78.17814192143518,1,0,1,0,1,0,1,80,0,32,0,77,0,52,88,0,55,0,88,0,61
Varsha,varsha@gmail.com,varsha8508,GP,F,15,50.0,55.00000000000001,55.00000000000001,91,90,53.333333333333336,-1,3,20.0,3,83.73446565593974,0,0,1,0,1,0,1,0,0,95,0,33,0,12,0,0,97,0,41,0,14
Mary,mary@gmail.com,mary2923,GP,F,15,30.0,40.0,35.0,59,57,35.0,-2,5,37.42857142857143,3,89.78692782869398,1,1,1,0,1,1,0,24,58,82,0,52,46,0,57,67,83,0,67,71,0
Khushi,khushi@gmail.com,khushi8854,GP,F,16,40.0,35.0,30.0,77,77,35.0,0,4,36.857142857142854,3,83.41661091028297,0,0,1,0,1,1,1,0,0,73,0,93,3,89,0,0,83,0,98,17,95
Khushi,khushi@gmail.com,khushi2304,GP,F,15,60.0,65.0,65.0,59,55,63.333333333333336,-4,5,33.57142857142857,7,89.474332610265,1,1,0,1,0,1,1,25,99,0,56,0,36,19,42,99,0,74,0,66,48
Ram,ram@gmail.com,ram8540,GP,M,16,50.0,45.0,45.0,50,51,46.666666666666664,1,4,34.42857142857143,3,78.42433163655136,0,0,1,0,1,1,1,0,0,12,0,76,81,72,0,0,50,0,84,100,72
Piyush,piyush@gmail.com,piyush2007,GP,M,16,40.0,30.0,35.0,66,63,35.0,-3,4,22.142857142857142,6,87.76122071908969,0,1,0,0,1,1,1,0,74,0,0,47,12,22,0,76,0,0,80,65,71
Manisha,manisha@gmail.com,manisha4342,GP,F,16,35.0,35.0,40.0,62,63,36.666666666666664,1,5,33.57142857142857,2,72.80126924499628,1,0,0,1,1,1,1,91,0,0,19,78,17,30,100,0,0,73,98,37,32
Varsha,varsha@gmail.com,varsha3465,GP,F,15,75.0,80.0,85.0,54,52,80.0,-2,5,38.57142857142857,4,60.576201342590174,1,1,1,1,0,1,0,77,38,72,49,0,34,0,98,56,84,98,0,79,0
Khushi,khushi@gmail.com,khushi4503,GP,F,16,35.0,30.0,30.0,90,88,31.666666666666668,-2,3,17.0,6,76.94922995996586,1,0,0,0,0,1,1,52,0,0,0,0,28,39,57,0,0,0,0,45,84
Khushi,khushi@gmail.com,khushi3382,GP,F,16,60.0,55.00000000000001,55.00000000000001,94,97,56.666666666666664,3,3,25.285714285714285,8,67.22723909674123,0,1,0,0,1,0,1,0,83,0,0,22,0,72,0,83,0,0,47,0,76
Piyush,piyush@gmail.com,piyush9736,GP,M,15,55.00000000000001,65.0,70.0,86,82,63.333333333333336,-4,3,20.714285714285715,7,79.7092526940916,1,0,0,0,0,1,1,20,0,0,0,0,72,53,89,0,0,0,0,84,55
Varsha,varsha@gmail.com,varsha2569,GP,F,15,30.0,45.0,45.0,51,48,40.0,-3,3,17.857142857142858,8,68.57249382818743,0,1,1,0,0,0,1,0,63,20,0,0,0,42,0,97,25,0,0,0,79
Anshul,anshul@gmail.com,anshul8609,GP,M,16,60.0,80.0,80.0,96,97,73.33333333333333,1,5,17.571428571428573,6,68.96669166970634,0,1,1,1,1,1,0,0,76,8,17,7,15,0,0,78,61,90,75,38,0
Varsha,varsha@gmail.com,varsha7317,GP,F,16,35.0,40.0,45.0,54,55,40.0,1,4,37.57142857142857,4,85.65386443087245,1,1,0,1,0,0,1,62,71,0,78,0,0,52,98,83,0,81,0,0,91
Preeti,preeti@gmail.com,preeti9705,GP,F,16,60.0,75.0,75.0,100,100,70.0,0,3,21.857142857142858,5,79.91367748741635,0,1,0,1,0,1,0,0,27,0,72,0,54,0,0,36,0,87,0,100,0
Khushi,khushi@gmail.com,khushi1926,GP,F,16,30.0,40.0,35.0,54,50,35.0,-4,4,29.857142857142858,8,71.09002493516877,1,1,0,1,0,0,1,0,95,0,66,0,0,48,18,99,0,86,0,0,55
Abdul,abdul@gmail.com,abdul7932,GP,M,16,40.0,40.0,30.0,92,90,36.666666666666664,-2,5,43.142857142857146,4,88.031068515351,1,1,0,1,1,1,0,98,38,0,98,20,48,0,98,92,0,100,82,49,0
Ram,ram@gmail.com,ram7734,GP,M,16,85.0,90.0,90.0,95,94,88.33333333333333,-1,4,19.428571428571427,7,66.41733492179488,0,1,0,1,1,1,0,0,37,0,20,75,4,0,0,55,0,55,94,39,0
Vivek,vivek@gmail.com,vivek2613,GP,M,15,50.0,65.0,70.0,89,88,61.666666666666664,-1,4,29.714285714285715,3,81.21137760596665,1,0,1,0,0,1,1,34,0,37,0,0,37,100,75,0,84,0,0,46,100
Khushi,khushi@gmail.com,khushi9514,GP,F,15,35.0,30.0,30.0,83,83,31.666666666666668,0,4,34.285714285714285,1,69.91923713913393,1,0,1,0,1,0,1,60,0,55,0,34,0,91,72,0,86,0,38,0,97
Karan,karan@gmail.com,karan2482,GP,M,15,80.0,90.0,90.0,87,87,86.66666666666667,0,3,21.571428571428573,8,70.90728417226167,0,0,1,0,1,0,1,0,0,57,0,78,0,16,0,0,82,0,96,0,71
Khushi,khushi@gmail.com,khushi2112,GP,F,15,55.00000000000001,60.0,60.0,98,100,58.333333333333336,2,5,22.428571428571427,6,69.47182045450288,1,0,1,0,1,1,1,6,0,22,0,19,22,88,39,0,80,0,34,44,91
Varsha,varsha@gmail.com,varsha4832,GP,F,15,40.0,45.0,45.0,95,90,43.333333333333336,-5,3,28.714285714285715,4,65.31673025189046,0,0,0,1,0,1,1,0,0,0,77,0,44,80,0,0,0,94,0,47,92
